D:\TES1\IMG\center_2022_06_05_23_43_33_190.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_190.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_190.jpg,0,1,0,9.11111
D:\TES1\IMG\center_2022_06_05_23_43_33_257.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_257.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_257.jpg,0,1,0,9.782156
D:\TES1\IMG\center_2022_06_05_23_43_33_325.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_325.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_325.jpg,0,1,0,10.67067
D:\TES1\IMG\center_2022_06_05_23_43_33_392.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_392.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_392.jpg,0,1,0,11.33236
D:\TES1\IMG\center_2022_06_05_23_43_33_462.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_462.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_462.jpg,0,1,0,12.12031
D:\TES1\IMG\center_2022_06_05_23_43_33_530.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_530.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_530.jpg,0,1,0,12.82926
D:\TES1\IMG\center_2022_06_05_23_43_33_598.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_598.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_598.jpg,0,1,0,13.46128
D:\TES1\IMG\center_2022_06_05_23_43_33_667.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_667.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_667.jpg,0,1,0,14.21781
D:\TES1\IMG\center_2022_06_05_23_43_33_735.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_735.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_735.jpg,0,1,0,15.10671
D:\TES1\IMG\center_2022_06_05_23_43_33_803.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_803.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_803.jpg,-0.1,1,0,15.95709
D:\TES1\IMG\center_2022_06_05_23_43_33_871.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_871.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_871.jpg,0,1,0,16.33779
D:\TES1\IMG\center_2022_06_05_23_43_33_940.jpg,D:\TES1\IMG\left_2022_06_05_23_43_33_940.jpg,D:\TES1\IMG\right_2022_06_05_23_43_33_940.jpg,0,1,0,17.21074
D:\TES1\IMG\center_2022_06_05_23_43_34_009.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_009.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_009.jpg,0,1,0,18.02924
D:\TES1\IMG\center_2022_06_05_23_43_34_076.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_076.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_076.jpg,0,1,0,18.47262
D:\TES1\IMG\center_2022_06_05_23_43_34_146.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_146.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_146.jpg,0,1,0,19.30929
D:\TES1\IMG\center_2022_06_05_23_43_34_214.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_214.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_214.jpg,0,1,0,20.04523
D:\TES1\IMG\center_2022_06_05_23_43_34_284.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_284.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_284.jpg,0,1,0,20.83994
D:\TES1\IMG\center_2022_06_05_23_43_34_352.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_352.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_352.jpg,0,1,0,21.36616
D:\TES1\IMG\center_2022_06_05_23_43_34_421.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_421.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_421.jpg,0,1,0,22.01975
D:\TES1\IMG\center_2022_06_05_23_43_34_488.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_488.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_488.jpg,0,1,0,22.80001
D:\TES1\IMG\center_2022_06_05_23_43_34_557.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_557.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_557.jpg,0,1,0,23.37039
D:\TES1\IMG\center_2022_06_05_23_43_34_626.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_626.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_626.jpg,0,1,0,24.15405
D:\TES1\IMG\center_2022_06_05_23_43_34_694.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_694.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_694.jpg,0,1,0,24.73735
D:\TES1\IMG\center_2022_06_05_23_43_34_760.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_760.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_760.jpg,0,1,0,25.31312
D:\TES1\IMG\center_2022_06_05_23_43_34_828.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_828.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_828.jpg,0,1,0,26.07697
D:\TES1\IMG\center_2022_06_05_23_43_34_896.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_896.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_896.jpg,0,1,0,26.64579
D:\TES1\IMG\center_2022_06_05_23_43_34_964.jpg,D:\TES1\IMG\left_2022_06_05_23_43_34_964.jpg,D:\TES1\IMG\right_2022_06_05_23_43_34_964.jpg,0,1,0,27.39889
D:\TES1\IMG\center_2022_06_05_23_43_35_032.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_032.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_032.jpg,0,1,0,27.95975
D:\TES1\IMG\center_2022_06_05_23_43_35_102.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_102.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_102.jpg,0,1,0,28.51702
D:\TES1\IMG\center_2022_06_05_23_43_35_169.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_169.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_169.jpg,0,1,0,29.25504
D:\TES1\IMG\center_2022_06_05_23_43_35_236.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_236.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_236.jpg,0,1,0,29.80434
D:\TES1\IMG\center_2022_06_05_23_43_35_303.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_303.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_303.jpg,0,1,0,30.19
D:\TES1\IMG\center_2022_06_05_23_43_35_370.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_370.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_370.jpg,0,1,0,30.19037
D:\TES1\IMG\center_2022_06_05_23_43_35_438.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_438.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_438.jpg,0,1,0,30.19041
D:\TES1\IMG\center_2022_06_05_23_43_35_506.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_506.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_506.jpg,0,1,0,30.19035
D:\TES1\IMG\center_2022_06_05_23_43_35_574.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_574.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_574.jpg,0,1,0,30.19007
D:\TES1\IMG\center_2022_06_05_23_43_35_645.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_645.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_645.jpg,0,1,0,30.19043
D:\TES1\IMG\center_2022_06_05_23_43_35_714.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_714.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_714.jpg,0,1,0,30.19028
D:\TES1\IMG\center_2022_06_05_23_43_35_781.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_781.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_781.jpg,0,0.9332904,0,30.18747
D:\TES1\IMG\center_2022_06_05_23_43_35_848.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_848.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_848.jpg,0.15,0.6972553,0,30.11923
D:\TES1\IMG\center_2022_06_05_23_43_35_917.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_917.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_917.jpg,0,0.5121211,0,30.07417
D:\TES1\IMG\center_2022_06_05_23_43_35_984.jpg,D:\TES1\IMG\left_2022_06_05_23_43_35_984.jpg,D:\TES1\IMG\right_2022_06_05_23_43_35_984.jpg,0,0.276799,0,30.01759
D:\TES1\IMG\center_2022_06_05_23_43_36_050.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_050.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_050.jpg,0,0.09317444,0,29.9605
D:\TES1\IMG\center_2022_06_05_23_43_36_117.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_117.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_117.jpg,0,0,0,29.80207
D:\TES1\IMG\center_2022_06_05_23_43_36_186.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_186.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_186.jpg,0,0,0,29.5627
D:\TES1\IMG\center_2022_06_05_23_43_36_253.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_253.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_253.jpg,0.05,0,0,29.38375
D:\TES1\IMG\center_2022_06_05_23_43_36_322.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_322.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_322.jpg,0.2,0,0,29.18882
D:\TES1\IMG\center_2022_06_05_23_43_36_390.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_390.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_390.jpg,0.4,0,0,28.14888
D:\TES1\IMG\center_2022_06_05_23_43_36_458.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_458.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_458.jpg,0.5500001,0,0,28.13418
D:\TES1\IMG\center_2022_06_05_23_43_36_527.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_527.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_527.jpg,0.7500002,0,0,26.3777
D:\TES1\IMG\center_2022_06_05_23_43_36_594.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_594.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_594.jpg,0.9000002,0,0,25.27576
D:\TES1\IMG\center_2022_06_05_23_43_36_663.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_663.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_663.jpg,0,0,0,24.60397
D:\TES1\IMG\center_2022_06_05_23_43_36_731.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_731.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_731.jpg,0.05,0,0,23.78737
D:\TES1\IMG\center_2022_06_05_23_43_36_799.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_799.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_799.jpg,0.2,0,0,23.35948
D:\TES1\IMG\center_2022_06_05_23_43_36_867.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_867.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_867.jpg,0,0,0,22.29957
D:\TES1\IMG\center_2022_06_05_23_43_36_935.jpg,D:\TES1\IMG\left_2022_06_05_23_43_36_935.jpg,D:\TES1\IMG\right_2022_06_05_23_43_36_935.jpg,-0.1,0,0,21.70822
D:\TES1\IMG\center_2022_06_05_23_43_37_004.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_004.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_004.jpg,0,0,0,20.93286
D:\TES1\IMG\center_2022_06_05_23_43_37_073.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_073.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_073.jpg,0,0,0,20.3845
D:\TES1\IMG\center_2022_06_05_23_43_37_141.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_141.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_141.jpg,0,0,0,19.9028
D:\TES1\IMG\center_2022_06_05_23_43_37_210.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_210.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_210.jpg,0.2,0,0,19.28516
D:\TES1\IMG\center_2022_06_05_23_43_37_278.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_278.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_278.jpg,0.35,0,0,18.79105
D:\TES1\IMG\center_2022_06_05_23_43_37_346.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_346.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_346.jpg,0.5500001,0,0,18.04427
D:\TES1\IMG\center_2022_06_05_23_43_37_413.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_413.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_413.jpg,0.7,0,0,17.45841
D:\TES1\IMG\center_2022_06_05_23_43_37_480.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_480.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_480.jpg,-0.05,0,0,16.8889
D:\TES1\IMG\center_2022_06_05_23_43_37_548.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_548.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_548.jpg,-0.25,0,0,16.14477
D:\TES1\IMG\center_2022_06_05_23_43_37_617.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_617.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_617.jpg,-0.4,0,0,15.77163
D:\TES1\IMG\center_2022_06_05_23_43_37_684.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_684.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_684.jpg,0,0.0694545,0,15.20705
D:\TES1\IMG\center_2022_06_05_23_43_37_753.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_753.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_753.jpg,0,0.2510397,0,14.7593
D:\TES1\IMG\center_2022_06_05_23_43_37_821.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_821.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_821.jpg,0,0.4338383,0,14.6819
D:\TES1\IMG\center_2022_06_05_23_43_37_893.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_893.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_893.jpg,0,0.6737909,0,14.57857
D:\TES1\IMG\center_2022_06_05_23_43_37_963.jpg,D:\TES1\IMG\left_2022_06_05_23_43_37_963.jpg,D:\TES1\IMG\right_2022_06_05_23_43_37_963.jpg,0,0.9053426,0,14.78291
D:\TES1\IMG\center_2022_06_05_23_43_38_032.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_032.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_032.jpg,-0.05,1,0,15.03267
D:\TES1\IMG\center_2022_06_05_23_43_38_101.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_101.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_101.jpg,-0.2,1,0,15.33975
D:\TES1\IMG\center_2022_06_05_23_43_38_170.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_170.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_170.jpg,-0.4,1,0,15.54207
D:\TES1\IMG\center_2022_06_05_23_43_38_237.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_237.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_237.jpg,0,1,0,15.6383
D:\TES1\IMG\center_2022_06_05_23_43_38_310.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_310.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_310.jpg,0,1,0,15.98161
D:\TES1\IMG\center_2022_06_05_23_43_38_378.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_378.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_378.jpg,0,1,0,16.04061
D:\TES1\IMG\center_2022_06_05_23_43_38_446.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_446.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_446.jpg,0,1,0,16.26366
D:\TES1\IMG\center_2022_06_05_23_43_38_513.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_513.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_513.jpg,-0.05,1,0,16.39619
D:\TES1\IMG\center_2022_06_05_23_43_38_583.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_583.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_583.jpg,-0.25,1,0,16.65069
D:\TES1\IMG\center_2022_06_05_23_43_38_652.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_652.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_652.jpg,-0.4,1,0,16.60487
D:\TES1\IMG\center_2022_06_05_23_43_38_720.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_720.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_720.jpg,-0.5500001,1,0,16.5413
D:\TES1\IMG\center_2022_06_05_23_43_38_789.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_789.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_789.jpg,-0.7500002,1,0,17.37314
D:\TES1\IMG\center_2022_06_05_23_43_38_859.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_859.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_859.jpg,0,1,0,18.04268
D:\TES1\IMG\center_2022_06_05_23_43_38_927.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_927.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_927.jpg,0,1,0,18.96841
D:\TES1\IMG\center_2022_06_05_23_43_38_997.jpg,D:\TES1\IMG\left_2022_06_05_23_43_38_997.jpg,D:\TES1\IMG\right_2022_06_05_23_43_38_997.jpg,0,1,0,19.62647
D:\TES1\IMG\center_2022_06_05_23_43_39_066.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_066.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_066.jpg,0,1,0,19.9515
D:\TES1\IMG\center_2022_06_05_23_43_39_133.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_133.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_133.jpg,0,1,0,20.59989
D:\TES1\IMG\center_2022_06_05_23_43_39_204.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_204.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_204.jpg,0,1,0,21.41108
D:\TES1\IMG\center_2022_06_05_23_43_39_273.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_273.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_273.jpg,0,1,0,21.91786
D:\TES1\IMG\center_2022_06_05_23_43_39_344.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_344.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_344.jpg,0,1,0,22.67985
D:\TES1\IMG\center_2022_06_05_23_43_39_414.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_414.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_414.jpg,0,1,0,23.28827
D:\TES1\IMG\center_2022_06_05_23_43_39_482.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_482.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_482.jpg,0,1,0,23.89015
D:\TES1\IMG\center_2022_06_05_23_43_39_551.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_551.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_551.jpg,0,1,0,24.66689
D:\TES1\IMG\center_2022_06_05_23_43_39_618.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_618.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_618.jpg,0,1,0,25.24354
D:\TES1\IMG\center_2022_06_05_23_43_39_685.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_685.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_685.jpg,0,1,0,26.00654
D:\TES1\IMG\center_2022_06_05_23_43_39_752.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_752.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_752.jpg,0,1,0,26.57528
D:\TES1\IMG\center_2022_06_05_23_43_39_819.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_819.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_819.jpg,0.1,1,0,27.13764
D:\TES1\IMG\center_2022_06_05_23_43_39_887.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_887.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_887.jpg,0.3,1,0,27.83728
D:\TES1\IMG\center_2022_06_05_23_43_39_956.jpg,D:\TES1\IMG\left_2022_06_05_23_43_39_956.jpg,D:\TES1\IMG\right_2022_06_05_23_43_39_956.jpg,0.45,1,0,28.30547
D:\TES1\IMG\center_2022_06_05_23_43_40_023.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_023.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_023.jpg,0.6000001,1,0,28.72031
D:\TES1\IMG\center_2022_06_05_23_43_40_091.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_091.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_091.jpg,0.8000001,1,0,29.1896
D:\TES1\IMG\center_2022_06_05_23_43_40_159.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_159.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_159.jpg,0,1,0,29.5499
D:\TES1\IMG\center_2022_06_05_23_43_40_228.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_228.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_228.jpg,0,1,0,30.17269
D:\TES1\IMG\center_2022_06_05_23_43_40_295.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_295.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_295.jpg,0,1,0,30.18683
D:\TES1\IMG\center_2022_06_05_23_43_40_365.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_365.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_365.jpg,0,1,0,30.1897
D:\TES1\IMG\center_2022_06_05_23_43_40_433.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_433.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_433.jpg,0,1,0,30.19017
D:\TES1\IMG\center_2022_06_05_23_43_40_503.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_503.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_503.jpg,0.15,1,0,30.18632
D:\TES1\IMG\center_2022_06_05_23_43_40_570.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_570.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_570.jpg,0.35,1,0,30.1658
D:\TES1\IMG\center_2022_06_05_23_43_40_639.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_639.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_639.jpg,0.5000001,1,0,30.14711
D:\TES1\IMG\center_2022_06_05_23_43_40_706.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_706.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_706.jpg,0.7,1,0,30.12196
D:\TES1\IMG\center_2022_06_05_23_43_40_774.jpg,D:\TES1\IMG\left_2022_06_05_23_43_40_774.jpg,D:\TES1\IMG\right_2022_06_05_23_43_40_774.jpg,0.8500001,1,0,30.10601
